Billing account name,Billing account ID,Project name,Project ID,Project hierarchy,Service description,Service ID,SKU description,SKU ID,Credit type,Cost type,Usage start date,Usage end date,Usage amount,Usage unit,Unrounded Cost ($),Cost ($)
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Cloud SQL,9662-B51E-5089,DB Custom Instance Core running in Americas,DB74-2D52-6C76,,Regular,10/5/2024 0:00,10/6/2024 0:00,79.363745,gibibyte month,34.65176,34.65
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Cloud SQL,9662-B51E-5089,DB Custom Instance RAM running in Americas,E3B8-59A5-4D95,Sustained Usage,Regular,10/17/2024 0:00,10/19/2024 0:00,93.972448,hour,6.039407,6.04
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Cloud Storage,95FF-2EF5-5EA1,Download Worldwide Destinations,5F33-E86B-1A2C,,Regular,10/14/2024 0:00,10/15/2024 0:00,34.604372,gibibyte month,10.715135,10.72
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Compute Engine,b2c9-4761-b091,N1 Standard Instance Core running in Americas,6C71-E844-38BC,Committed Use,Regular,10/21/2024 0:00,10/25/2024 0:00,85.156644,gibibyte,27.058342,27.06
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Compute Engine,b2c9-4761-b091,N1 Standard Instance RAM running in Americas,D2D0-B928-E9CC,Sustained Usage,Regular,10/26/2024 0:00,10/27/2024 0:00,87.313859,hour,22.6443,22.64
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Cloud SQL,9662-B51E-5089,DB Custom Instance Core running in Americas,DB74-2D52-6C76,Sustained Usage,Regular,10/20/2024 0:00,10/23/2024 0:00,78.718681,gibibyte,10.736655,10.74
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Compute Engine,b2c9-4761-b091,N1 Standard Instance RAM running in Americas,D2D0-B928-E9CC,Sustained Usage,Regular,10/26/2024 0:00,10/29/2024 0:00,79.110451,gibibyte month,12.234958,12.23
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Testing Environment,proj-test-29a0cc09,organizations/123456789/projects/proj-test-29a0cc09,Cloud SQL,9662-B51E-5089,DB Custom Instance RAM running in Americas,E3B8-59A5-4D95,Committed Use,Regular,10/25/2024 0:00,10/29/2024 0:00,42.849811,hour,17.52407,17.52
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Compute Engine,b2c9-4761-b091,N1 Standard Instance Core running in Americas,6C71-E844-38BC,Sustained Usage,Regular,10/9/2024 0:00,10/13/2024 0:00,12.966341,hour,1.580742,1.58
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Data Analytics,proj-analytics-aaf14f98,organizations/123456789/projects/proj-analytics-aaf14f98,Cloud Storage,95FF-2EF5-5EA1,Standard Storage Americas,CBA3-CC16-8B22,,Regular,10/7/2024 0:00,10/9/2024 0:00,50.331002,hour,6.335294,6.34
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Testing Environment,proj-test-29a0cc09,organizations/123456789/projects/proj-test-29a0cc09,Cloud Storage,95FF-2EF5-5EA1,Download Worldwide Destinations,5F33-E86B-1A2C,Committed Use,Regular,10/8/2024 0:00,10/11/2024 0:00,40.575235,gibibyte,7.484437,7.48
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Cloud SQL,9662-B51E-5089,DB Custom Instance Core running in Americas,DB74-2D52-6C76,Committed Use,Regular,10/8/2024 0:00,10/9/2024 0:00,50.934418,gibibyte,4.367981,4.37
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Testing Environment,proj-test-29a0cc09,organizations/123456789/projects/proj-test-29a0cc09,Cloud Storage,95FF-2EF5-5EA1,Download Worldwide Destinations,5F33-E86B-1A2C,Committed Use,Regular,10/9/2024 0:00,10/12/2024 0:00,28.052412,gibibyte month,4.384129,4.38
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Cloud Storage,95FF-2EF5-5EA1,Download Worldwide Destinations,5F33-E86B-1A2C,Committed Use,Regular,10/26/2024 0:00,10/29/2024 0:00,92.510222,hour,11.967035,11.97
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Cloud Storage,95FF-2EF5-5EA1,Standard Storage Americas,CBA3-CC16-8B22,,Regular,10/8/2024 0:00,10/12/2024 0:00,9.053752,hour,3.803959,3.8
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Cloud Storage,95FF-2EF5-5EA1,Download Worldwide Destinations,5F33-E86B-1A2C,Sustained Usage,Regular,10/11/2024 0:00,10/12/2024 0:00,16.022063,hour,5.433168,5.43
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Compute Engine,b2c9-4761-b091,Storage PD Capacity,9A89-44AC-8B79,Committed Use,Regular,10/10/2024 0:00,10/14/2024 0:00,39.448904,hour,5.677945,5.68
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Cloud Storage,95FF-2EF5-5EA1,Download Worldwide Destinations,5F33-E86B-1A2C,Committed Use,Regular,10/5/2024 0:00,10/6/2024 0:00,92.993503,gibibyte,42.666345,42.67
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Compute Engine,b2c9-4761-b091,N1 Standard Instance RAM running in Americas,D2D0-B928-E9CC,Sustained Usage,Regular,10/26/2024 0:00,10/27/2024 0:00,32.299884,gibibyte month,1.293523,1.29
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Cloud SQL,9662-B51E-5089,DB Custom Instance Core running in Americas,DB74-2D52-6C76,Sustained Usage,Regular,10/26/2024 0:00,10/30/2024 0:00,49.089533,hour,10.805682,10.81
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Data Analytics,proj-analytics-aaf14f98,organizations/123456789/projects/proj-analytics-aaf14f98,Compute Engine,b2c9-4761-b091,N1 Standard Instance RAM running in Americas,D2D0-B928-E9CC,Sustained Usage,Regular,10/27/2024 0:00,10/29/2024 0:00,47.094428,gibibyte month,0.95542,0.96
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Data Analytics,proj-analytics-aaf14f98,organizations/123456789/projects/proj-analytics-aaf14f98,Compute Engine,b2c9-4761-b091,N1 Standard Instance Core running in Americas,6C71-E844-38BC,Committed Use,Regular,10/5/2024 0:00,10/9/2024 0:00,42.218938,gibibyte,18.960191,18.96
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Data Analytics,proj-analytics-aaf14f98,organizations/123456789/projects/proj-analytics-aaf14f98,Compute Engine,b2c9-4761-b091,N1 Standard Instance Core running in Americas,6C71-E844-38BC,Committed Use,Regular,10/5/2024 0:00,10/6/2024 0:00,99.113432,gibibyte month,14.911528,14.91
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Compute Engine,b2c9-4761-b091,Storage PD Capacity,9A89-44AC-8B79,,Regular,10/14/2024 0:00,10/17/2024 0:00,10.122441,hour,4.589312,4.59
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Cloud SQL,9662-B51E-5089,DB Custom Instance Core running in Americas,DB74-2D52-6C76,,Regular,10/6/2024 0:00,10/9/2024 0:00,21.776263,hour,6.887198,6.89
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Compute Engine,b2c9-4761-b091,N1 Standard Instance RAM running in Americas,D2D0-B928-E9CC,,Regular,10/11/2024 0:00,10/12/2024 0:00,2.34182,gibibyte,0.643921,0.64
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Cloud Storage,95FF-2EF5-5EA1,Download Worldwide Destinations,5F33-E86B-1A2C,Sustained Usage,Regular,10/25/2024 0:00,10/27/2024 0:00,65.409894,gibibyte,24.577781,24.58
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Compute Engine,b2c9-4761-b091,N1 Standard Instance Core running in Americas,6C71-E844-38BC,Committed Use,Regular,10/13/2024 0:00,10/17/2024 0:00,32.663051,gibibyte month,16.036735,16.04
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Cloud SQL,9662-B51E-5089,DB Custom Instance RAM running in Americas,E3B8-59A5-4D95,Sustained Usage,Regular,10/8/2024 0:00,10/12/2024 0:00,32.941535,hour,2.999719,3
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Cloud SQL,9662-B51E-5089,DB Custom Instance RAM running in Americas,E3B8-59A5-4D95,Committed Use,Regular,10/6/2024 0:00,10/10/2024 0:00,25.068149,hour,3.38784,3.39
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Testing Environment,proj-test-29a0cc09,organizations/123456789/projects/proj-test-29a0cc09,Cloud Storage,95FF-2EF5-5EA1,Standard Storage Americas,CBA3-CC16-8B22,Committed Use,Regular,10/25/2024 0:00,10/29/2024 0:00,97.526823,gibibyte month,7.87139,7.87
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Cloud Storage,95FF-2EF5-5EA1,Standard Storage Americas,CBA3-CC16-8B22,Committed Use,Regular,10/7/2024 0:00,10/9/2024 0:00,24.912388,gibibyte,2.077099,2.08
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Testing Environment,proj-test-29a0cc09,organizations/123456789/projects/proj-test-29a0cc09,Cloud SQL,9662-B51E-5089,DB Custom Instance RAM running in Americas,E3B8-59A5-4D95,,Regular,10/24/2024 0:00,10/27/2024 0:00,35.569792,gibibyte month,13.571308,13.57
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Testing Environment,proj-test-29a0cc09,organizations/123456789/projects/proj-test-29a0cc09,Cloud Storage,95FF-2EF5-5EA1,Download Worldwide Destinations,5F33-E86B-1A2C,Committed Use,Regular,10/1/2024 0:00,10/3/2024 0:00,67.257867,gibibyte month,7.907613,7.91
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Data Analytics,proj-analytics-aaf14f98,organizations/123456789/projects/proj-analytics-aaf14f98,Cloud SQL,9662-B51E-5089,DB Custom Instance Core running in Americas,DB74-2D52-6C76,,Regular,10/4/2024 0:00,10/6/2024 0:00,72.59265,gibibyte,20.347064,20.35
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Cloud SQL,9662-B51E-5089,DB Custom Instance RAM running in Americas,E3B8-59A5-4D95,,Regular,10/10/2024 0:00,10/11/2024 0:00,99.850636,gibibyte,20.16803,20.17
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Compute Engine,b2c9-4761-b091,N1 Standard Instance RAM running in Americas,D2D0-B928-E9CC,,Regular,10/8/2024 0:00,10/11/2024 0:00,80.185295,hour,29.828832,29.83
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Compute Engine,b2c9-4761-b091,N1 Standard Instance Core running in Americas,6C71-E844-38BC,Committed Use,Regular,10/23/2024 0:00,10/27/2024 0:00,33.489757,gibibyte,15.787735,15.79
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Testing Environment,proj-test-29a0cc09,organizations/123456789/projects/proj-test-29a0cc09,Compute Engine,b2c9-4761-b091,N1 Standard Instance RAM running in Americas,D2D0-B928-E9CC,,Regular,10/24/2024 0:00,10/28/2024 0:00,74.438768,gibibyte,18.708277,18.71
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Cloud Storage,95FF-2EF5-5EA1,Standard Storage Americas,CBA3-CC16-8B22,Sustained Usage,Regular,10/2/2024 0:00,10/6/2024 0:00,44.718982,gibibyte month,20.172499,20.17
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Data Analytics,proj-analytics-aaf14f98,organizations/123456789/projects/proj-analytics-aaf14f98,Cloud Storage,95FF-2EF5-5EA1,Standard Storage Americas,CBA3-CC16-8B22,,Regular,10/9/2024 0:00,10/11/2024 0:00,30.806738,hour,14.190756,14.19
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Compute Engine,b2c9-4761-b091,Storage PD Capacity,9A89-44AC-8B79,,Regular,10/24/2024 0:00,10/25/2024 0:00,64.050363,gibibyte,8.264993,8.26
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Cloud Storage,95FF-2EF5-5EA1,Download Worldwide Destinations,5F33-E86B-1A2C,Committed Use,Regular,10/25/2024 0:00,10/29/2024 0:00,80.0319,gibibyte,9.523703,9.52
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Compute Engine,b2c9-4761-b091,N1 Standard Instance Core running in Americas,6C71-E844-38BC,,Regular,10/20/2024 0:00,10/21/2024 0:00,13.416438,gibibyte month,4.663407,4.66
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Cloud SQL,9662-B51E-5089,DB Custom Instance Core running in Americas,DB74-2D52-6C76,,Regular,10/11/2024 0:00,10/12/2024 0:00,52.662428,gibibyte month,1.588019,1.59
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Testing Environment,proj-test-29a0cc09,organizations/123456789/projects/proj-test-29a0cc09,Cloud SQL,9662-B51E-5089,DB Custom Instance RAM running in Americas,E3B8-59A5-4D95,Committed Use,Regular,10/10/2024 0:00,10/14/2024 0:00,34.856652,hour,9.024874,9.02
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Compute Engine,b2c9-4761-b091,N1 Standard Instance Core running in Americas,6C71-E844-38BC,,Regular,10/10/2024 0:00,10/12/2024 0:00,68.82469,gibibyte,18.325565,18.33
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Testing Environment,proj-test-29a0cc09,organizations/123456789/projects/proj-test-29a0cc09,Cloud Storage,95FF-2EF5-5EA1,Download Worldwide Destinations,5F33-E86B-1A2C,Committed Use,Regular,10/12/2024 0:00,10/15/2024 0:00,28.020396,gibibyte month,2.451003,2.45
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Cloud Storage,95FF-2EF5-5EA1,Download Worldwide Destinations,5F33-E86B-1A2C,Committed Use,Regular,10/10/2024 0:00,10/11/2024 0:00,23.42429,gibibyte month,7.391331,7.39
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Cloud Storage,95FF-2EF5-5EA1,Download Worldwide Destinations,5F33-E86B-1A2C,Committed Use,Regular,10/16/2024 0:00,10/20/2024 0:00,61.375978,gibibyte,26.999484,27
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Cloud SQL,9662-B51E-5089,DB Custom Instance RAM running in Americas,E3B8-59A5-4D95,Committed Use,Regular,10/24/2024 0:00,10/27/2024 0:00,16.100155,gibibyte month,2.285166,2.29
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Cloud SQL,9662-B51E-5089,DB Custom Instance Core running in Americas,DB74-2D52-6C76,Sustained Usage,Regular,10/20/2024 0:00,10/23/2024 0:00,80.664052,gibibyte month,27.799379,27.8
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Data Analytics,proj-analytics-aaf14f98,organizations/123456789/projects/proj-analytics-aaf14f98,Compute Engine,b2c9-4761-b091,N1 Standard Instance RAM running in Americas,D2D0-B928-E9CC,Committed Use,Regular,10/1/2024 0:00,10/3/2024 0:00,45.554012,gibibyte month,17.717447,17.72
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Cloud Storage,95FF-2EF5-5EA1,Standard Storage Americas,CBA3-CC16-8B22,,Regular,10/26/2024 0:00,10/29/2024 0:00,90.632556,hour,20.38298,20.38
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Compute Engine,b2c9-4761-b091,Storage PD Capacity,9A89-44AC-8B79,Sustained Usage,Regular,10/24/2024 0:00,10/26/2024 0:00,99.371562,gibibyte,20.563258,20.56
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Cloud SQL,9662-B51E-5089,DB Custom Instance RAM running in Americas,E3B8-59A5-4D95,,Regular,10/15/2024 0:00,10/19/2024 0:00,30.629457,gibibyte month,13.961693,13.96
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Testing Environment,proj-test-29a0cc09,organizations/123456789/projects/proj-test-29a0cc09,Cloud SQL,9662-B51E-5089,DB Custom Instance RAM running in Americas,E3B8-59A5-4D95,,Regular,10/26/2024 0:00,10/28/2024 0:00,59.669243,gibibyte month,21.200663,21.2
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Cloud Storage,95FF-2EF5-5EA1,Standard Storage Americas,CBA3-CC16-8B22,Committed Use,Regular,10/9/2024 0:00,10/11/2024 0:00,54.685133,gibibyte,19.678948,19.68
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Compute Engine,b2c9-4761-b091,N1 Standard Instance Core running in Americas,6C71-E844-38BC,Sustained Usage,Regular,10/27/2024 0:00,10/29/2024 0:00,57.787976,gibibyte,15.529397,15.53
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Compute Engine,b2c9-4761-b091,N1 Standard Instance RAM running in Americas,D2D0-B928-E9CC,,Regular,10/7/2024 0:00,10/11/2024 0:00,61.875659,gibibyte month,22.126227,22.13
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Testing Environment,proj-test-29a0cc09,organizations/123456789/projects/proj-test-29a0cc09,Compute Engine,b2c9-4761-b091,N1 Standard Instance RAM running in Americas,D2D0-B928-E9CC,Committed Use,Regular,10/14/2024 0:00,10/17/2024 0:00,80.093905,hour,14.894348,14.89
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Data Analytics,proj-analytics-aaf14f98,organizations/123456789/projects/proj-analytics-aaf14f98,Compute Engine,b2c9-4761-b091,Storage PD Capacity,9A89-44AC-8B79,Sustained Usage,Regular,10/23/2024 0:00,10/24/2024 0:00,3.544475,gibibyte,1.254632,1.25
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Cloud SQL,9662-B51E-5089,DB Custom Instance Core running in Americas,DB74-2D52-6C76,,Regular,10/11/2024 0:00,10/14/2024 0:00,51.473841,gibibyte month,1.55614,1.56
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Cloud SQL,9662-B51E-5089,DB Custom Instance RAM running in Americas,E3B8-59A5-4D95,Committed Use,Regular,10/27/2024 0:00,10/30/2024 0:00,91.432423,gibibyte,43.926254,43.93
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Cloud Storage,95FF-2EF5-5EA1,Download Worldwide Destinations,5F33-E86B-1A2C,Committed Use,Regular,10/18/2024 0:00,10/19/2024 0:00,32.153483,gibibyte,8.081534,8.08
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Cloud Storage,95FF-2EF5-5EA1,Standard Storage Americas,CBA3-CC16-8B22,Committed Use,Regular,10/7/2024 0:00,10/10/2024 0:00,98.20978,gibibyte,35.441955,35.44
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Cloud SQL,9662-B51E-5089,DB Custom Instance RAM running in Americas,E3B8-59A5-4D95,Committed Use,Regular,10/4/2024 0:00,10/7/2024 0:00,26.040991,hour,2.782518,2.78
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Data Analytics,proj-analytics-aaf14f98,organizations/123456789/projects/proj-analytics-aaf14f98,Compute Engine,b2c9-4761-b091,N1 Standard Instance Core running in Americas,6C71-E844-38BC,Committed Use,Regular,10/22/2024 0:00,10/24/2024 0:00,40.207043,gibibyte,1.461589,1.46
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Cloud SQL,9662-B51E-5089,DB Custom Instance Core running in Americas,DB74-2D52-6C76,Sustained Usage,Regular,10/12/2024 0:00,10/14/2024 0:00,13.838245,gibibyte,1.163164,1.16
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Testing Environment,proj-test-29a0cc09,organizations/123456789/projects/proj-test-29a0cc09,Compute Engine,b2c9-4761-b091,Storage PD Capacity,9A89-44AC-8B79,,Regular,10/23/2024 0:00,10/25/2024 0:00,70.034443,hour,7.319396,7.32
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Compute Engine,b2c9-4761-b091,Storage PD Capacity,9A89-44AC-8B79,Sustained Usage,Regular,10/9/2024 0:00,10/12/2024 0:00,17.654874,hour,2.935941,2.94
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Testing Environment,proj-test-29a0cc09,organizations/123456789/projects/proj-test-29a0cc09,Cloud Storage,95FF-2EF5-5EA1,Download Worldwide Destinations,5F33-E86B-1A2C,Committed Use,Regular,10/2/2024 0:00,10/5/2024 0:00,50.73599,hour,0.968728,0.97
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Testing Environment,proj-test-29a0cc09,organizations/123456789/projects/proj-test-29a0cc09,Cloud Storage,95FF-2EF5-5EA1,Standard Storage Americas,CBA3-CC16-8B22,Committed Use,Regular,10/12/2024 0:00,10/16/2024 0:00,12.555659,gibibyte month,3.713408,3.71
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Cloud Storage,95FF-2EF5-5EA1,Standard Storage Americas,CBA3-CC16-8B22,Committed Use,Regular,10/2/2024 0:00,10/5/2024 0:00,19.256414,hour,8.500249,8.5
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Compute Engine,b2c9-4761-b091,Storage PD Capacity,9A89-44AC-8B79,Sustained Usage,Regular,10/13/2024 0:00,10/15/2024 0:00,17.212856,hour,7.427266,7.43
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Cloud SQL,9662-B51E-5089,DB Custom Instance Core running in Americas,DB74-2D52-6C76,Sustained Usage,Regular,10/6/2024 0:00,10/7/2024 0:00,36.730453,hour,3.485177,3.49
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Cloud SQL,9662-B51E-5089,DB Custom Instance Core running in Americas,DB74-2D52-6C76,,Regular,10/14/2024 0:00,10/16/2024 0:00,25.387421,hour,12.066195,12.07
